OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,AL26NP,AL26NP_ERR,AL26EP,AL26EP_ERR,ALSTND,ALCORR,ALAMS,AL26NC,AL26NC_ERR,EAL_MMKYR,EAL_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,BESELF,BESNOW,BETOTS,EBE_GCMYR,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,EBEL,EBEL_INT,EBEL_EXT,EBELNS,EBELNS_INT,EBELNS_EXT,EBEGLA,EBEGLA_ERR,EBE_DIFF,ALPROD,ALTOPO,ALSELF,ALSNOW,ALTOTS,EAL_GCMYR,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,EALL,EALL_INT,EALL_EXT,EALLNS,EALLNS_INT,EALLNS_EXT,REGION_REG,DIV_ADMIN,AHGFL2,RIVNAME,RIVDIV,IBRACODE,IBRAREGION,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS
S283WTS031,ZE3-2010,S283,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Wallis,Matter,NA,Delunel:2020alps,OAID-000044,Delunel,2020,Earth-Sci_Rev_211,10.1016/j.earscirev.2020.103407,Sa,250,1000,32632,WGS84_UTM_32N,391.5,2833.26,603.4,468.55,261.49,-9999,-9999,2010,NA,16388,3190,1468.2,397.4,S2007,0.9124,ETH-Zurich,16388,3190,1468.33,397.44,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.0459,706.46,48,207.21,52.93,9.324,0.962,1,1,9.001,0.38911,0.07875,0.00953,0.06928,0.10532,1640,320,334,1710,332,347,541.85,147.41,92.18,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.1054001,mt,41,619.6370239,-3.1200399,8674.089844,0.212552
S283WTS032,ZE3-2011,S283,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Wallis,Matter,NA,Delunel:2020alps,OAID-000044,Delunel,2020,Earth-Sci_Rev_211,10.1016/j.earscirev.2020.103407,Sa,250,1000,32632,WGS84_UTM_32N,391.5,2833.26,603.4,468.55,261.49,-9999,-9999,2011,NA,12502,1420,1924.72,410.76,S2007,0.9124,ETH-Zurich,12502,1420,1924.89,410.8,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.0459,706.46,48,207.21,52.93,9.324,0.962,1,1,9.001,0.5101,0.05871,0.0125,0.09082,0.10886,2150,244,275,2230,254,286,710.45,152.77,92.17,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.1054001,mt,41,619.6370239,-3.1200399,8674.089844,0.212552
S350WTS016,Taramakau,S350,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NZL,W Southern Alps,Taramakau,NA,RodaBoluda:2023modulate,OAID-000192,Roda-Boluda,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007271,Sa,125,710,32759,WGS84_UTM_59S,458.89,978.97,411.6,530.87,238.77,-9999,11,2017,NA,9611,1143,630,80,07KNSTD,1,Cologne,9611,1143,673.28,158.51,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-42.8082,893.55,99,2.81,0.61,2.345,0.956,1,1,2.242,0.17842,0.02156,0.01353,0.03341,0.04201,688,81.8,91.3,715,85.1,95,666.53,157,1.01,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.9624996,sm,78,3213.530029,6.9616299,31544.80078,0.64381
S350WTS003,Karangarua,S350,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NZL,W Southern Alps,Karangarua,NA,RodaBoluda:2023modulate,OAID-000192,Roda-Boluda,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007271,Sa,125,710,32759,WGS84_UTM_59S,360.77,1166.61,582.73,597.14,301.84,-9999,11,2017,NA,2361,289,2440,330,07KNSTD,1,Cologne,2361,289,3224.03,750.1,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-43.6586,868.1,90,63.51,17.59,2.853,0.938,1,1,2.677,0.85437,0.1062,0.0564,0.15828,0.19878,3470,425,471,3660,448,498,2381.25,561.24,30.07,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,30.8430996,mt,75,3681.899902,5.6512499,41203.30078,0.498753
S207WTS013,Mun,S207,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,"Rhone basin, Central Alps",Mundbach,NA,Stutenbecker:2018rhone,OAID-000160,Stutenbecker,2018,Sediment_Geol_375,10.1016/j.sedgeo.2017.12.013,Sa,250,400,32632,WGS84_UTM_32N,23.93,2281.95,542.05,716.46,293.03,-9999,-9999,-9999,NA,73180,8080,190,40,S2007,0.9124,ETH-Zurich,73180,8080,253.25,54.12,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.3834,740.25,98,2.41,10.07,7.423,0.919,1,1,6.887,0.06711,0.00752,0.00202,0.01204,0.01434,268,29.6,33.6,291,32.1,36.4,199.44,42.76,23.78,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,35.6200981,mt,75,960.2440186,0.0691057,12406.40039,0.419394
S304WTS013,DB13,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,2022,Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,250,400,32632,WGS84_UTM_32N,450.35,2247.26,621.57,538.53,245.74,-9999,-9999,-9999,NA,27900,1200,560,40,S2007N,1,ETH-Zurich,27900,1200,583.83,109.8,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.8685,761.7,12,23.18,5.15,6.329,0.952,1,1,6.015,0.15471,0.00667,0.00526,0.02783,0.0291,629,27.1,46,660,28.4,48.2,530.61,100.05,9.55,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.3038006,mt,88,1297.079956,1.14349,15584.2998,0.492504
S082WTS038,Boo-STR-8,S082,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ARG,Southern Central Andes,Iturbe,NA,Bookhagen:2012andes,OAID-000015,Bookhagen,2012,Earth_Planet_Sc_Lett_327--328,10.1016/j.epsl.2012.02.005,Sa,250,500,32719,WGS84_UTM_19S,786.38,3874.34,241.8,183.63,120.54,-9999,-9999,-9999,NA,1628610,22710,16,0.2,07KNSTD,1,LLNL-CAMS,1628610,22710,13.64,2.52,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-22.8207,637.19,100,0.05,0.01,8.599,0.996,1,1,8.568,0.00361,0.00005,0.00007,0.00066,0.00067,14.5,0.21,0.9,14.6,0.21,0.9,13.63,2.52,0.01,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,10.4053001,sm,47,238.1929932,8.8567104,1295.800049,0.195015
S070WTS008,07C13-(Q8),S070,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Qilian Shan,ND,NA,Palumbo:2010tibet,OAID-000125,Palumbo,2010,Terra_Nova_23,10.1111/j.1365-3121.2010.00982.x,Sa,250,710,32647,WGS84_UTM_47N,558.28,3767.04,516.41,510.6,186.5,-9999,-9999,-9999,NA,92400,6100,422,28,S2007,0.9124,ETH-Zurich,84306,5566,393.44,74.79,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,39.0747,635.6,72,14.89,2.67,12.977,0.962,1,1,12.516,0.10426,0.00692,0.00193,0.01847,0.01982,353,23.3,31.3,366,24.2,32.4,377.69,71.83,4.08,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.0489006,ss,51,360.4159851,-3.6427,3609.070068,0.320332
S025WTS041,BOL-37,S025,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BOL,Bolivian Andes,ND,NA,Safran:2005bolivian,OAID-000144,Safran,2005,Earth_Surf_Proc_Land_30,10.1002/esp.1259,Sa,250,1000,32719,WGS84_UTM_19S,845.15,3268.69,1097.77,525.88,219.05,-9999,-9999,-9999,NA,52400,2700,620,-9999.99,KNSTD,0.9042,LLNL-CAMS,47380,2441,338.45,64.43,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-16.7295,671.1,100,14.56,1.73,6.194,0.954,1,1,5.923,0.08969,0.00464,0.00305,0.01615,0.01707,282,14.5,22.1,294,15.1,23,325.69,62.08,3.84,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.7390003,sm,61,884.5440063,11.9497004,6212.169922,0.569826
S025WTS030,BOL-32,S025,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BOL,Bolivian Andes,ND,NA,Safran:2005bolivian,OAID-000144,Safran,2005,Earth_Surf_Proc_Land_30,10.1002/esp.1259,Sa,250,1000,32719,WGS84_UTM_19S,840.71,3992.6,517.22,340.28,197.09,-9999,-9999,-9999,NA,134000,4300,210,-9999.99,KNSTD,0.9042,LLNL-CAMS,121163,3888,175.93,32.34,467000,45600,-9999.99,-9999.99,ND,0,LLNL-CAMS,467000,45600,333.88,68.75,NA,-17.1099,627.84,100,10.72,1.28,8.118,0.98,1,1,7.966,0.04662,0.0015,0.00124,0.00835,0.00857,154,4.96,10.4,157,5.05,10.6,172.01,31.63,2.25,8.118,0.98,1,1,7.966,0.08848,0.00875,0.00224,0.01583,0.01822,259,25.4,33.8,264,25.8,34.4, , , , , , , ,18.7924004,sm,89,528.9569702,8.2593098,3657.870117,0.295443
S095WTS005,QS-JG-42,S095,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Zoulang Nan Shan,ND,NA,Hetzel:2013tibetan,OAID-000076,Hetzel,2013,Tectonophysics_582,10.1016/j.tecto.2012.10.027,Sa,250,500,32647,WGS84_UTM_47N,545.56,3873.61,452.99,423.5,179.5,-9999,-9999,-9999,NA,175200,8300,216,10,S2007,0.9124,ETH-Zurich,175200,8300,199.32,36.74,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,38.8381,628.03,76,8.45,1.55,13.557,0.974,1,1,13.206,0.05282,0.00251,0.00092,0.00936,0.00974,184,8.73,13.9,188,8.94,14.3,194.87,35.93,2.26,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,22.9526997,vb,22,391.45401,-4.3782201,4106.529785,0.398385
S293WTS013,M2,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Layue mainstream,NA,Zhang:2021paired,OAID-001017,Zhang,2021,Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,250,500,32646,WGS84_UTM_46N,676.5,4195.23,418.41,398.09,188.34,-9999,8,2016,NA,210800,7100,1349,12,07KNSTD,1,Tianjin,210800,7100,149.15,27.12,1467500,41800,-9999.99,-9999.99,KNSTD,1,Tianjin,1467500,41800,155.9,28.21,NA,29.7233,608.47,32,7.79,1.15,12.139,0.977,1,1,11.873,0.03952,0.00134,0.00075,0.00702,0.00719,130,4.39,8.85,133,4.47,9.03,146.94,26.72,1.49,12.139,0.977,1,1,11.873,0.04131,0.00118,0.00069,0.00735,0.00747,126,3.6,11.5,128,3.67,11.7, , , , , , , ,21.7070007,mt,67,641.2449951,1.44418,6561.27002,0.607158
S342WTS051,KYR16-55,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,S Issyk Kul, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,288.04,3279.18,589.42,323.6,187.79,-9999,-9999,-9999,NA,32026,1096,871.91004,158.80943,07KNSTD,1,ANSTO,32026,1096,871.91,158.81,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,41.9927,674.59,100,32.05,11.13,10.697,0.983,1,1,10.489,0.23106,0.00792,0.00498,0.04103,0.04208,811,27.8,55.3,823,28.2,56.2,732.04,133.58,17.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,17.9316006,pa,99,350.1929932,-3.2602899,4258.399902,0.411949
S350WTS011,Hokitika,S350,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NZL,W Southern Alps,Hokitika,NA,RodaBoluda:2023modulate,OAID-000192,Roda-Boluda,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007271,Sa,125,710,32759,WGS84_UTM_59S,462.9,978.8,541.37,500.21,243.1,-9999,11,2017,NA,1047,226,5870,1320,07KNSTD,1,Cologne,1047,226,6373.76,1929.12,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-43.0558,889.69,99,23.35,5.04,2.42,0.959,1,1,2.316,1.68905,0.38247,0.12523,0.31524,0.51122,6690,1440,1500,6930,1500,1550,5845.78,1774.16,8.64,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,26.5746994,mt,61,3273.649902,6.83779,34430.69922,0.608474
S075WTS012,WR8,S075,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Washington Cascades (WA),ND,NA,Moon:2011washington,OAID-000108,Moon,2011,Nat_Geosci_4,10.1038/ngeo1159,Sa,250,710,32610,WGS84_UTM_10N,345.71,1235.76,427.96,387.37,182.02,-9999,-9999,-9999,NA,118300,2000,81.52,5.83,07KNSTD,1,LLNL-CAMS,118300,2000,70.3,13.75,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,47.4385,865.93,70,0.56,0.16,3.056,0.978,1,1,2.984,0.01863,0.00032,0.00106,0.00347,0.00364,70.8,1.2,4.36,72.2,1.23,4.45,69.99,13.7,0.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,21.1749001,ss,44,1018.419983,5.0281,9712.549805,0.605447
S246WTS003,Kalanga,S246,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,"Himalaya, W NPL",Kalanga Riv.,NA,Ojha:2019nepal,OAID-000118,Ojha,2019,Earth_Surf_Dynamics_7,10.5194/esurf-7-969-2019,Sed,250,-9999,32644,WGS84_UTM_44N,546.6,2645.52,1001.55,605.06,236.83,-9999,2,2015,NA,19155,1775,-9999.99,-9999.99,07KNSTD,1,PRIME-Lab,19155,1775,791.73,163.2,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,29.6509,718.33,71,10.07,1.84,5.914,0.943,1,1,5.583,0.20981,0.01963,0.00753,0.0378,0.04325,644,59.7,70.8,678,62.9,74.5,746.34,154.19,5.9,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,31.1765003,sm,64,1411.449951,11.2869997,10889.90039,0.677581
S345WTS006,B6,S345,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Pamir,Shingun jilga,NA,Wu:2023pamir,OAID-001716,Wu,2023,Geomorphology_441,10.1016/j.geomorph.2023.108916,Sa,125,500,32643,WGS84_UTM_43N,500.25,4581.19,381.84,535.73,248.59,-9999,-9999,-9999,NA,337200,7500,133.29,12.22,S2007N,1,ETH-Zurich,337200,7500,136.25,24.34,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,37.6275,576.75,99,18.52,3.7,18.31,0.953,1,1,17.471,0.03611,0.00081,0.00049,0.00638,0.00645,132,2.94,8.33,138,3.07,8.7,129.75,23.19,4.89,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.1793003,sm,33,113.6959991,-5.6998401,1228.650024,0.113204
S037WTS034,Toce-b,S037,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Swiss Alps,Toce,NA,Wittmann:2007switzerland,OAID-000178,Wittmann,2007,J_Geophys_Res-Earth_112,10.1029/2006JF000729,Sa,800,1000,32632,WGS84_UTM_32N,360.41,1938.92,609.87,532.93,271.98,-9999,-9999,-9999,NA,11900,2700,1460,330,S555,0.9124,ETH-Zurich,10858,2463,1247.37,377.41,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.3198,790.75,39,9.29,2.58,5.188,0.951,1,1,4.957,0.33055,0.07909,0.01324,0.05977,0.10001,1330,302,312,1400,317,327,1193.24,361.23,4.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.0545006,mt,90,1128.160034,2.3503201,13844.90039,0.583263
S199WTS003,Sample_3,S199,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHL,"Western Cordillera, N CHL",Tana,NA,Starke:2017chile,OAID-000154,Starke,2017,J_Geophys_Res-Earth_122,10.1002/2016jf004153,Sa,500,1000,32719,WGS84_UTM_19S,604.5,3926.11,609.44,206.32,151.39,-9999,-9999,-9999,Sample name: 15CL011,383794,13986,65.9,3,07KNSTD,1,Cologne,383794,13986,56.76,10.51,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-19.1898,630.17,98,2.69,0.44,8.246,0.994,1,1,8.197,0.01504,0.00055,0.00037,0.00271,0.00279,55.9,2.05,3.9,56.2,2.06,3.92,56.39,10.44,0.65,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,11.6576996,vi,65,160.9109955,5.4983001,1044.540039,0.128899
S283WTS028,ZE1-2011,S283,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Wallis,Matter,NA,Delunel:2020alps,OAID-000044,Delunel,2020,Earth-Sci_Rev_211,10.1016/j.earscirev.2020.103407,Sa,250,1000,32632,WGS84_UTM_32N,324.61,2888.88,556.82,440.1,250.32,-9999,-9999,2011,NA,13350,1720,1852.39,411.77,S2007,0.9124,ETH-Zurich,13350,1720,1851.78,411.64,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.0094,702.74,40,188.46,58.06,9.558,0.966,1,1,9.254,0.49072,0.06431,0.01177,0.08732,0.10908,2080,268,295,2150,277,304,616.32,137.92,100.11,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,23.7542992,mt,35,603.6959839,-3.4360001,8525.019531,0.193857
S172WTS005,ISO5-I,S172,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHE,Upper Engadin,Fedoz Riv.,NA,Grischott:2016alpine,OAID-000069,Grischott,2016,Earth_Surf_Proc_Land_42,10.1002/esp.4070,Sa,63,250,32632,WGS84_UTM_32N,15.77,2561.35,312.27,534.63,238.73,-9999,9,2013,NA,28241,2743,690,80,S2007,0.9124,ETH-Zurich,28241,2743,691.79,142.67,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.3706,737.55,78,4.78,30.29,7.563,0.956,1,1,7.263,0.18333,0.01799,0.00537,0.03281,0.03781,752,73,85.5,784,76.2,89.2,444.91,92.09,43.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.1303005,mt,81,989.5830078,-1.80191,14416.59961,0.369391
S188WTS042,FRCE,S188,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),PER,Western Central Andes,ND,NA,Reber:2017peruvian,OAID-000134,Reber,2017,Terra_Nova_29,10.1111/ter.12274,ND,0,0,32718,WGS84_UTM_18S,656.85,3780.85,759.84,204.24,143.82,-9999,-9999,-9999,NA,613000,15000,35,6.8,S2007,0.9124,ETH-Zurich,613000,15000,34.18,6.29,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-19.1933,636.47,98,2.69,0.41,7.936,0.998,1,1,7.92,0.00906,0.00022,0.00022,0.00164,0.00167,35.2,0.87,2.26,35.2,0.87,2.27,34.02,6.26,0.44,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,11.5432997,vi,61,151.6959991,6.0798702,980.1550293,0.125071
S102WTS006,TB-08-02,S102,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Kunlun and Central Tibet,ND,NA,Li:2014tibetan,OAID-000093,Li,2014,Earth_Planet_Sc_Lett_398,10.1016/j.epsl.2014.04.045,Sa,0,0,32646,WGS84_UTM_46N,293.97,4264.28,433.47,397.73,211.26,-9999,-9999,-9999,NA,530646,27239,75.3,7.3,07KNSTD,1,PRIME-Lab,530646,27239,72.29,13.42,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,35.9589,601.72,25,0.27,0.09,14.986,0.974,1,1,14.586,0.01916,0.00099,0.0003,0.0034,0.00356,71.6,3.69,5.62,73.2,3.77,5.75,72.17,13.4,0.16,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,21.6891994,sc,65,178.8679962,-2.65694,1671.280029,0.130352
S342WTS018,KYR14-16,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,Toktogul, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,238.52,3246.47,413.67,424.7,185.7,-9999,-9999,-9999,NA,142010,7259,190.58735,35.557589,07KNSTD,1,ANSTO,142010,7259,190.59,35.56,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,42.1913,678.64,100,5.12,2.15,10.454,0.973,1,1,10.179,0.05051,0.0026,0.0011,0.00899,0.00942,186,9.54,14.6,191,9.78,14.9,185.33,34.59,2.79,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,23.0109005,pa,98,656.9470215,-5.1462102,8067.439941,0.390994
S342WTS053,KYR16-57,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,N Issyk Kul, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,319.93,3356.96,558.47,424.49,221.1,-9999,-9999,-9999,NA,95867,2525,305.77594,55.257703,07KNSTD,1,ANSTO,95867,2525,305.78,55.26,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,42.8391,667.75,100,55.2,17.25,11.39,0.97,1,1,11.036,0.08103,0.00214,0.00166,0.01439,0.01464,300,7.91,19.4,309,8.14,20,232.86,42.2,27.07,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,23.0007,pa,58,511.4179993,-4.9829001,6974.189941,0.352145
S088WTS015,Sav-S19,S088,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Central Eastern Italian Alps,Zielbach catchment,NA,Savi:2014zielbach,OAID-000146,Savi,2014,Quat_Geochronol_19,10.1016/j.quageo.2013.01.006,Sa,250,500,32632,WGS84_UTM_32N,15.5,2718.36,252.77,477.8,197.7,-9999,-9999,-9999,NA,48120,2340,433,22,S2007,0.9124,ETH-Zurich,48120,2340,448.1,83.85,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.7239,726.17,0,0.77,4.96,8.237,0.976,1,1,8.046,0.11875,0.0058,0.00319,0.02121,0.02222,488,23.7,37.3,499,24.3,38.2,419.66,78.57,6.55,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.5384998,mt,100,916.2310181,-2.83798,14937.7998,0.337636
